Nº  EXPEDIENTE;FECHA;HORA;CALLE;NÚMERO;DISTRITO;TIPO ACCIDENTE;ESTADO METEREOLÓGICO;TIPO VEHÍCULO;TIPO PERSONA;RANGO DE EDAD;SEXO;LESIVIDAD*
2021S006944;25/04/2021;21:50;AVDA. BRASIL;4;TETUÁN;Alcance;;Turismo;Conductor;DESCONOCIDA;;
2021S006946;25/04/2021;21:30;CALL. ISAAC PERAL;22;CHAMBERÍ;Colisión lateral;Lluvia débil;Turismo;Conductor;DESCONOCIDA;;
2021S006946;25/04/2021;21:30;CALL. ISAAC PERAL;22;CHAMBERÍ;Colisión lateral;Lluvia débil;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;
2021S007126;25/04/2021;21:29;CALL. EL GRECO;16;LATINA;Choque contra obstáculo fijo;LLuvia intensa;Turismo;Conductor;DESCONOCIDA;Hombre;
2021S007126;25/04/2021;21:29;CALL. EL GRECO;16;LATINA;Choque contra obstáculo fijo;LLuvia intensa;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;
2021S006939;25/04/2021;21:10;CALL. ALCOCER / CALL. ARECHAVALETA;-;VILLAVERDE;Colisión fronto-lateral;Lluvia débil;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;14
2021S006939;25/04/2021;21:10;CALL. ALCOCER / CALL. ARECHAVALETA;-;VILLAVERDE;Colisión fronto-lateral;Lluvia débil;Motocicleta hasta 125cc;Conductor;DE 35 A 39 AÑOS;Mujer;07
2021S006935;25/04/2021;19:55;CALL. DOCTOR ESQUERDO;177;RETIRO;Colisión frontal;Lluvia débil;Motocicleta hasta 125cc;Conductor;DE 30 A 34 AÑOS;Hombre;07
2021S006935;25/04/2021;19:55;CALL. DOCTOR ESQUERDO;177;RETIRO;Colisión frontal;Lluvia débil;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;14
2021S006933;25/04/2021;19:35;AVDA. CONCHA ESPINA;5;CHAMARTÍN;Alcance;Lluvia débil;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;14
2021S006933;25/04/2021;19:35;AVDA. CONCHA ESPINA;5;CHAMARTÍN;Alcance;Lluvia débil;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;07
2021S006933;25/04/2021;19:35;AVDA. CONCHA ESPINA;5;CHAMARTÍN;Alcance;Lluvia débil;Turismo;Pasajero;DE 30 A 34 AÑOS;Mujer;07
2021S006930;25/04/2021;19:30;CALL. MOTA DEL CUERVO / CALL. MOTILLA DEL PALANCAR;-;HORTALEZA;Caída;LLuvia intensa;Motocicleta hasta 125cc;Conductor;DE 30 A 34 AÑOS;Hombre;07
2021S006938;25/04/2021;19:25;CALL. NARVAEZ;7;SALAMANCA;Alcance;Lluvia débil;Turismo;Conductor;DE 60 A 64 AÑOS;Hombre;
2021S006938;25/04/2021;19:25;CALL. NARVAEZ;7;SALAMANCA;Alcance;Lluvia débil;Autobús;Conductor;DE 25 A 29 AÑOS;Hombre;
2021S006932;25/04/2021;19:15;M-30 C-1 PK 23;100;MONCLOA-ARAVACA;Choque contra obstáculo fijo;LLuvia intensa;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;
2021S006925;25/04/2021;18:15;CALL. DOCTOR ESQUERDO;2;SALAMANCA;Choque contra obstáculo fijo;Lluvia débil;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;14
2021S006926;25/04/2021;18:15;PZA HERRADORES;-;CENTRO;Caída;Lluvia débil;Motocicleta > 125cc;Conductor;DE 45 A 49 AÑOS;Hombre;07
2021S006937;25/04/2021;17:34;CALL. MARUJA GARCIA ROMERO / CALL. EL BOSCO;-;PUENTE DE VALLECAS;Colisión fronto-lateral;LLuvia intensa;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;14
2021S006937;25/04/2021;17:34;CALL. MARUJA GARCIA ROMERO / CALL. EL BOSCO;-;PUENTE DE VALLECAS;Colisión fronto-lateral;LLuvia intensa;Turismo;Pasajero;DE 25 A 29 AÑOS;Hombre;07
2021S006937;25/04/2021;17:34;CALL. MARUJA GARCIA ROMERO / CALL. EL BOSCO;-;PUENTE DE VALLECAS;Colisión fronto-lateral;LLuvia intensa;Turismo;Conductor;DE 40 A 44 AÑOS;Mujer;14
2021S006922;25/04/2021;17:15;CALL. SAN AQUILINO / CALL. SAN BENITO;-;TETUÁN;Colisión fronto-lateral;LLuvia intensa;Turismo;Conductor;MAYOR DE 74 AÑOS;Hombre;
2021S006922;25/04/2021;17:15;CALL. SAN AQUILINO / CALL. SAN BENITO;-;TETUÁN;Colisión fronto-lateral;LLuvia intensa;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;
2021S006922;25/04/2021;17:15;CALL. SAN AQUILINO / CALL. SAN BENITO;-;TETUÁN;Colisión fronto-lateral;LLuvia intensa;Turismo;Pasajero;DE 30 A 34 AÑOS;Mujer;
2021S006922;25/04/2021;17:15;CALL. SAN AQUILINO / CALL. SAN BENITO;-;TETUÁN;Colisión fronto-lateral;LLuvia intensa;Turismo;Pasajero;DE 30 A 34 AÑOS;Hombre;
2021S006929;25/04/2021;17:10;CALL. MARIA DE MOLINA;22;SALAMANCA;Colisión múltiple;Lluvia débil;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;14
2021S006929;25/04/2021;17:10;CALL. MARIA DE MOLINA;22;SALAMANCA;Colisión múltiple;Lluvia débil;Turismo;Conductor;DE 65 A 69 AÑOS;Hombre;14
2021S006929;25/04/2021;17:10;CALL. MARIA DE MOLINA;22;SALAMANCA;Colisión múltiple;Lluvia débil;Turismo;Pasajero;DE 60 A 64 AÑOS;Mujer;14
2021S006929;25/04/2021;17:10;CALL. MARIA DE MOLINA;22;SALAMANCA;Colisión múltiple;Lluvia débil;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;14
2021S006929;25/04/2021;17:10;CALL. MARIA DE MOLINA;22;SALAMANCA;Colisión múltiple;Lluvia débil;Turismo;Pasajero;DE 25 A 29 AÑOS;Mujer;14
2021S006928;25/04/2021;17:00;AUTOV. A-3, +00700S;-;PUENTE DE VALLECAS;Solo salida de la vía;LLuvia intensa;Turismo;Conductor;DE 21 A 24 AÑOS;Mujer;
2021S006927;25/04/2021;16:31;CALL. MARIA DE MOLINA / CALL. LOPEZ DE HOYOS;-;SALAMANCA;Solo salida de la vía;LLuvia intensa;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;07
2021S006904;25/04/2021;16:25;AUTOV. M-30, C2 CENTRAL PK 8.900;-;MORATALAZ;Choque contra obstáculo fijo;LLuvia intensa;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;07
2021S006904;25/04/2021;16:25;AUTOV. M-30, C2 CENTRAL PK 8.900;-;MORATALAZ;Choque contra obstáculo fijo;LLuvia intensa;Turismo;Pasajero;DE 0 A 5 AÑOS;Hombre;14
2021S007000;25/04/2021;16:20;PASEO. CASTELLANA;170;CHAMARTÍN;Alcance;Lluvia débil;Motocicleta hasta 125cc;Conductor;DESCONOCIDA;;
2021S007000;25/04/2021;16:20;PASEO. CASTELLANA;170;CHAMARTÍN;Alcance;Lluvia débil;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;
2021S006917;25/04/2021;16:15;AVDA. MEMORIA;4;MONCLOA-ARAVACA;Choque contra obstáculo fijo;Lluvia débil;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;14
2021S006919;25/04/2021;16:05;CALL. VELAZQUEZ / CALL. MARIA DE MOLINA;-;CHAMARTÍN;Colisión fronto-lateral;LLuvia intensa;Todo terreno;Conductor;DE 40 A 44 AÑOS;Mujer;14
2021S006919;25/04/2021;16:05;CALL. VELAZQUEZ / CALL. MARIA DE MOLINA;-;CHAMARTÍN;Colisión fronto-lateral;LLuvia intensa;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;14
2021S006910;25/04/2021;16:00;CAMINO FUENTE DE LA MORA- CAMINO HUERTA DEL CURA;-;HORTALEZA;Colisión fronto-lateral;Lluvia débil;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;
2021S006910;25/04/2021;16:00;CAMINO FUENTE DE LA MORA- CAMINO HUERTA DEL CURA;-;HORTALEZA;Colisión fronto-lateral;Lluvia débil;Turismo;Pasajero;DE 21 A 24 AÑOS;Hombre;
2021S006910;25/04/2021;16:00;CAMINO FUENTE DE LA MORA- CAMINO HUERTA DEL CURA;-;HORTALEZA;Colisión fronto-lateral;Lluvia débil;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;
2021S006915;25/04/2021;15:50;CALL. TOLEDO;27;CENTRO;Caída;Lluvia débil;Ciclomotor;Conductor;DE 18 A 20 AÑOS;Mujer;07
2021S006905;25/04/2021;15:45;AVENIDA DE ANDALUCIA;-;USERA;Colisión lateral;Lluvia débil;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;07
2021S006905;25/04/2021;15:45;AVENIDA DE ANDALUCIA;-;USERA;Colisión lateral;Lluvia débil;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;07
2021S006918;25/04/2021;15:35;CALL. CORAZON DE MARIA;1;CHAMARTÍN;Alcance;Lluvia débil;Maquinaria de obras;Conductor;DE 40 A 44 AÑOS;Hombre;14
2021S006918;25/04/2021;15:35;CALL. CORAZON DE MARIA;1;CHAMARTÍN;Alcance;Lluvia débil;Turismo;Conductor;DE 65 A 69 AÑOS;Hombre;14
2021S006911;25/04/2021;15:30;CALL. GOLFO DE SALONICA;23;CIUDAD LINEAL;Colisión frontal;Lluvia débil;Turismo;Conductor;DESCONOCIDA;;
2021S006911;25/04/2021;15:30;CALL. GOLFO DE SALONICA;23;CIUDAD LINEAL;Colisión frontal;Lluvia débil;Turismo;Conductor;DESCONOCIDA;;
2021S006914;25/04/2021;15:20;CALL. TRANVIA DE ARGANDA / CALL. COCHERON DE LA VILLA;-;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Lluvia débil;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;
2021S007074;25/04/2021;15:15;AVDA. RAFAELA YBARRA;29;USERA;Colisión múltiple;;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;
2021S007074;25/04/2021;15:15;AVDA. RAFAELA YBARRA;29;USERA;Colisión múltiple;;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;
2021S007074;25/04/2021;15:15;AVDA. RAFAELA YBARRA;29;USERA;Colisión múltiple;;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;
2021S006954;25/04/2021;15:10;AUTOV. M-30, PK 1,500 CALZADA 1;-;CHAMARTÍN;Caída;LLuvia intensa;Motocicleta > 125cc;Conductor;DE 35 A 39 AÑOS;Hombre;
2021S006913;25/04/2021;15:00;AUTOV. A-42, +00500S;-;CARABANCHEL;Choque contra obstáculo fijo;Lluvia débil;Furgoneta;Conductor;DE 50 A 54 AÑOS;Hombre;
2021S006907;25/04/2021;15:00;AVDA. GRAN VIA DE SAN FRANCISCO / CALL. ROSARIO;-;CENTRO;Otro;;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;
2021S006907;25/04/2021;15:00;AVDA. GRAN VIA DE SAN FRANCISCO / CALL. ROSARIO;-;CENTRO;Otro;;Furgoneta;Conductor;DE 25 A 29 AÑOS;Hombre;
2021S006898;25/04/2021;15:00;CALL. TANGER;36;PUENTE DE VALLECAS;Colisión fronto-lateral;Lluvia débil;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;14
2021S006898;25/04/2021;15:00;CALL. TANGER;36;PUENTE DE VALLECAS;Colisión fronto-lateral;Lluvia débil;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;02
2021S006902;25/04/2021;14:40;AUTOV. M-30, +02300I;-;MONCLOA-ARAVACA;Choque contra obstáculo fijo;Lluvia débil;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;06
2021S006997;25/04/2021;14:30;CALL. PLATERIAS;3;CHAMARTÍN;Caída;Lluvia débil;Turismo;Conductor;MAYOR DE 74 AÑOS;Mujer;14
2021S006997;25/04/2021;14:30;CALL. PLATERIAS;3;CHAMARTÍN;Caída;Lluvia débil;Motocicleta > 125cc;Conductor;DE 40 A 44 AÑOS;Hombre;01
2021S006903;25/04/2021;14:25;CON CALLE EDUARDO DATO;-;CHAMBERÍ;Colisión fronto-lateral;Nublado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;14
2021S006903;25/04/2021;14:25;CON CALLE EDUARDO DATO;-;CHAMBERÍ;Colisión fronto-lateral;Nublado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;06
2021S006901;25/04/2021;14:15;AUTOV. A-6, +01500S;-;MONCLOA-ARAVACA;Colisión múltiple;Lluvia débil;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;02
2021S006901;25/04/2021;14:15;AUTOV. A-6, +01500S;-;MONCLOA-ARAVACA;Colisión múltiple;Lluvia débil;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;14
2021S006901;25/04/2021;14:15;AUTOV. A-6, +01500S;-;MONCLOA-ARAVACA;Colisión múltiple;Lluvia débil;Turismo;Pasajero;DE 18 A 20 AÑOS;Mujer;14
2021S006901;25/04/2021;14:15;AUTOV. A-6, +01500S;-;MONCLOA-ARAVACA;Colisión múltiple;Lluvia débil;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;14
2021S006901;25/04/2021;14:15;AUTOV. A-6, +01500S;-;MONCLOA-ARAVACA;Colisión múltiple;Lluvia débil;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;14
2021S006901;25/04/2021;14:15;AUTOV. A-6, +01500S;-;MONCLOA-ARAVACA;Colisión múltiple;Lluvia débil;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;14
2021S006901;25/04/2021;14:15;AUTOV. A-6, +01500S;-;MONCLOA-ARAVACA;Colisión múltiple;Lluvia débil;Turismo;Pasajero;DE 6 A 9 AÑOS;Mujer;14
2021S006955;25/04/2021;14:15;AUTOV. M-30, PK 31,100 CALZADA 2;-;FUENCARRAL-EL PARDO;Caída;LLuvia intensa;Motocicleta > 125cc;Conductor;DE 55 A 59 AÑOS;Hombre;07
2021S006956;25/04/2021;14:15;AUTOV. M-30, PK 31,600 CALZADA 2;-;FUENCARRAL-EL PARDO;Alcance;LLuvia intensa;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;
2021S006956;25/04/2021;14:15;AUTOV. M-30, PK 31,600 CALZADA 2;-;FUENCARRAL-EL PARDO;Alcance;LLuvia intensa;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;
2021S006956;25/04/2021;14:15;AUTOV. M-30, PK 31,600 CALZADA 2;-;FUENCARRAL-EL PARDO;Alcance;LLuvia intensa;Turismo;Pasajero;DE 35 A 39 AÑOS;Hombre;
2021S006956;25/04/2021;14:15;AUTOV. M-30, PK 31,600 CALZADA 2;-;FUENCARRAL-EL PARDO;Alcance;LLuvia intensa;Turismo;Pasajero;DE 65 A 69 AÑOS;Mujer;
2021S006956;25/04/2021;14:15;AUTOV. M-30, PK 31,600 CALZADA 2;-;FUENCARRAL-EL PARDO;Alcance;LLuvia intensa;Turismo;Pasajero;DE 35 A 39 AÑOS;Mujer;
2021S006966;25/04/2021;14:15;AVDA. CAMPUS SUR / AVDA. MEDITERRANEO;-;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Lluvia débil;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;
2021S006973;25/04/2021;14:00;AUTOV. M-30, +00300I P.K. 2,900 LATERAL;-;CHAMARTÍN;Colisión lateral;Lluvia débil;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;14
2021S006973;25/04/2021;14:00;AUTOV. M-30, +00300I P.K. 2,900 LATERAL;-;CHAMARTÍN;Colisión lateral;Lluvia débil;Turismo;Pasajero;DE 21 A 24 AÑOS;Hombre;14
2021S006973;25/04/2021;14:00;AUTOV. M-30, +00300I P.K. 2,900 LATERAL;-;CHAMARTÍN;Colisión lateral;Lluvia débil;Turismo;Conductor;DE 21 A 24 AÑOS;Mujer;07
2021S006959;25/04/2021;13:52;AUTOV. M-30, PK 2,500 CALZADA 1 LATERAL;-;CHAMARTÍN;Colisión múltiple;LLuvia intensa;Todo terreno;Conductor;DE 25 A 29 AÑOS;Mujer;
2021S006959;25/04/2021;13:52;AUTOV. M-30, PK 2,500 CALZADA 1 LATERAL;-;CHAMARTÍN;Colisión múltiple;LLuvia intensa;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;
2021S006959;25/04/2021;13:52;AUTOV. M-30, PK 2,500 CALZADA 1 LATERAL;-;CHAMARTÍN;Colisión múltiple;LLuvia intensa;Turismo;Pasajero;DE 21 A 24 AÑOS;Hombre;
2021S006959;25/04/2021;13:52;AUTOV. M-30, PK 2,500 CALZADA 1 LATERAL;-;CHAMARTÍN;Colisión múltiple;LLuvia intensa;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;
2021S006959;25/04/2021;13:52;AUTOV. M-30, PK 2,500 CALZADA 1 LATERAL;-;CHAMARTÍN;Colisión múltiple;LLuvia intensa;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;
2021S006959;25/04/2021;13:52;AUTOV. M-30, PK 2,500 CALZADA 1 LATERAL;-;CHAMARTÍN;Colisión múltiple;LLuvia intensa;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;
2021S006962;25/04/2021;13:50;PASEO. CASTELLANA;108;CHAMARTÍN;Alcance;Lluvia débil;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;
2021S006962;25/04/2021;13:50;PASEO. CASTELLANA;108;CHAMARTÍN;Alcance;Lluvia débil;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;
2021S006896;25/04/2021;13:35;CALL. MENDEZ ALVARO / CALL. RETAMA;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Lluvia débil;Furgoneta;Conductor;DE 60 A 64 AÑOS;Hombre;07
2021S006896;25/04/2021;13:35;CALL. MENDEZ ALVARO / CALL. RETAMA;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Lluvia débil;Furgoneta;Pasajero;DE 55 A 59 AÑOS;Mujer;07
2021S006896;25/04/2021;13:35;CALL. MENDEZ ALVARO / CALL. RETAMA;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Lluvia débil;Turismo;Conductor;DE 40 A 44 AÑOS;Mujer;14
2021S006894;25/04/2021;12:35;CALL. TINTOREROS -C/ CUCHILLEROS Y PUERTA CERRADA;-;CENTRO;Alcance;Lluvia débil;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;14
2021S006894;25/04/2021;12:35;CALL. TINTOREROS -C/ CUCHILLEROS Y PUERTA CERRADA;-;CENTRO;Alcance;Lluvia débil;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;01
2021S006971;25/04/2021;11:57;AUTOV. A-3, +00700E;-;VICÁLVARO;Vuelco;;Turismo;Conductor;DE 40 A 44 AÑOS;Mujer;
2021S006892;25/04/2021;11:50;CALL. TALCO / CALL. ENCARNACION DEL PINO;-;VILLAVERDE;Colisión fronto-lateral;Lluvia débil;Furgoneta;Conductor;DE 50 A 54 AÑOS;Mujer;14
2021S006892;25/04/2021;11:50;CALL. TALCO / CALL. ENCARNACION DEL PINO;-;VILLAVERDE;Colisión fronto-lateral;Lluvia débil;Furgoneta;Pasajero;DE 50 A 54 AÑOS;Hombre;14
2021S006892;25/04/2021;11:50;CALL. TALCO / CALL. ENCARNACION DEL PINO;-;VILLAVERDE;Colisión fronto-lateral;Lluvia débil;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;14
2021S006965;25/04/2021;11:05;GTA. EMBAJADORES/ PSO. ACACIAS;-;ARGANZUELA;Colisión fronto-lateral;Despejado;Furgoneta;Conductor;DE 21 A 24 AÑOS;Hombre;14
2021S006965;25/04/2021;11:05;GTA. EMBAJADORES/ PSO. ACACIAS;-;ARGANZUELA;Colisión fronto-lateral;Despejado;Furgoneta;Pasajero;DE 21 A 24 AÑOS;Mujer;14
2021S006965;25/04/2021;11:05;GTA. EMBAJADORES/ PSO. ACACIAS;-;ARGANZUELA;Colisión fronto-lateral;Despejado;Furgoneta;Pasajero;DE 65 A 69 AÑOS;Hombre;14
2021S006965;25/04/2021;11:05;GTA. EMBAJADORES/ PSO. ACACIAS;-;ARGANZUELA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 65 A 69 AÑOS;Hombre;07
2021S006886;25/04/2021;10:30;CALL. FERNANDO VI;2;CENTRO;Otro;Lluvia débil;Turismo;Conductor;DE 60 A 64 AÑOS;Hombre;14
2021S006886;25/04/2021;10:30;CALL. FERNANDO VI;2;CENTRO;Otro;Lluvia débil;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;
2021S006886;25/04/2021;10:30;CALL. FERNANDO VI;2;CENTRO;Otro;Lluvia débil;Turismo;Pasajero;DE 30 A 34 AÑOS;Mujer;
2021S006866;25/04/2021;5:00;AVDA. MORATALAZ;195;MORATALAZ;Choque contra obstáculo fijo;Lluvia débil;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;14
2021S006866;25/04/2021;5:00;AVDA. MORATALAZ;195;MORATALAZ;Choque contra obstáculo fijo;Lluvia débil;Turismo;Conductor;DESCONOCIDA;;
2021S006866;25/04/2021;5:00;AVDA. MORATALAZ;195;MORATALAZ;Choque contra obstáculo fijo;Lluvia débil;Turismo;Conductor;DESCONOCIDA;;
2021S006857;25/04/2021;2:35;AUTOV. A-42, +00600S;-;CARABANCHEL;Choque contra obstáculo fijo;Lluvia débil;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;
2021S006889;25/04/2021;2:30;PLAZA. SAN JAIME / CALL. SAN JAIME;-;VILLA DE VALLECAS;Choque contra obstáculo fijo;Lluvia débil;Turismo;Conductor;DESCONOCIDA;;
2021S006849;25/04/2021;1:20;CALL. RABAT;18;MORATALAZ;Choque contra obstáculo fijo;Lluvia débil;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;
2021S006849;25/04/2021;1:20;CALL. RABAT;18;MORATALAZ;Choque contra obstáculo fijo;Lluvia débil;Turismo;Conductor;DESCONOCIDA;;
2021S006849;25/04/2021;1:20;CALL. RABAT;18;MORATALAZ;Choque contra obstáculo fijo;Lluvia débil;Furgoneta;Conductor;DESCONOCIDA;;
2021S006862;25/04/2021;1:00;PLAZA. TIRSO DE MOLINA / CALL. DOCTOR CORTEZO;-;CENTRO;Choque contra obstáculo fijo;Lluvia débil;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;06
2021S007034;25/04/2021;0:30;AVDA. ANDALUCIA / AVDA. GRAN VIA DE VILLAVERDE;-;VILLAVERDE;Colisión fronto-lateral;Lluvia débil;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;14
2021S007034;25/04/2021;0:30;AVDA. ANDALUCIA / AVDA. GRAN VIA DE VILLAVERDE;-;VILLAVERDE;Colisión fronto-lateral;Lluvia débil;Furgoneta;Conductor;DE 35 A 39 AÑOS;Hombre;14
2021S007034;25/04/2021;0:30;AVDA. ANDALUCIA / AVDA. GRAN VIA DE VILLAVERDE;-;VILLAVERDE;Colisión fronto-lateral;Lluvia débil;Furgoneta;Pasajero;DE 30 A 34 AÑOS;Mujer;14
2021S007034;25/04/2021;0:30;AVDA. ANDALUCIA / AVDA. GRAN VIA DE VILLAVERDE;-;VILLAVERDE;Colisión fronto-lateral;Lluvia débil;Furgoneta;Pasajero;DE 50 A 54 AÑOS;Hombre;14
2021S007034;25/04/2021;0:30;AVDA. ANDALUCIA / AVDA. GRAN VIA DE VILLAVERDE;-;VILLAVERDE;Colisión fronto-lateral;Lluvia débil;Furgoneta;Pasajero;DE 50 A 54 AÑOS;Mujer;14
2021S006836;25/04/2021;0:10;AVDA DEL TALGO 129;-;MONCLOA-ARAVACA;Choque contra obstáculo fijo;LLuvia intensa;Cuadriciclo ligero;Conductor;DESCONOCIDA;;
2021S007020;26/04/2021;23:55;CALL. ALBADALEJO;44;SAN BLAS-CANILLEJAS;Choque contra obstáculo fijo;Lluvia débil;Autobús;Conductor;DE 40 A 44 AÑOS;Hombre;
2021S007021;26/04/2021;23:30;CALL. ALFONSO XII / CALL. MENDEZ NUÑEZ;-;RETIRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;02
2021S007021;26/04/2021;23:30;CALL. ALFONSO XII / CALL. MENDEZ NUÑEZ;-;RETIRO;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 35 A 39 AÑOS;Mujer;02
2021S007021;26/04/2021;23:30;CALL. ALFONSO XII / CALL. MENDEZ NUÑEZ;-;RETIRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;05
2021S007032;26/04/2021;23:30;AUTOV. M-30, PK 12,300 CALZADA 1;-;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Conductor;DE 18 A 20 AÑOS;Mujer;
2021S007032;26/04/2021;23:30;AUTOV. M-30, PK 12,300 CALZADA 1;-;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Pasajero;DE 18 A 20 AÑOS;Hombre;
2021S007032;26/04/2021;23:30;AUTOV. M-30, PK 12,300 CALZADA 1;-;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;
2021S007019;26/04/2021;22:10;CALL. SEPULVEDA / CALL. HUERTA DE CASTAÑEDA;-;LATINA;Atropello a persona;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;14
2021S007019;26/04/2021;22:10;CALL. SEPULVEDA / CALL. HUERTA DE CASTAÑEDA;-;LATINA;Atropello a persona;Despejado;Turismo;Pasajero;DE 21 A 24 AÑOS;Hombre;14
2021S007019;26/04/2021;22:10;CALL. SEPULVEDA / CALL. HUERTA DE CASTAÑEDA;-;LATINA;Atropello a persona;Despejado;Turismo;Peatón;DE 45 A 49 AÑOS;Hombre;02
2021S007070;26/04/2021;21:30;CALL. AFUERAS A VALVERDE;32;FUENCARRAL-EL PARDO;Otro;;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;
2021S007070;26/04/2021;21:30;CALL. AFUERAS A VALVERDE;32;FUENCARRAL-EL PARDO;Otro;;Turismo;Conductor;DE 50 A 54 AÑOS;Mujer;
2021S007006;26/04/2021;20:25;AUTOV. M-500, INCORPORACIÓN M-30 CALZADA 2;-;MONCLOA-ARAVACA;Otro;Nublado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;
2021S007010;26/04/2021;20:15;CALL. LOPE DE HARO;6;TETUÁN;Colisión múltiple;Nublado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;
2021S007010;26/04/2021;20:15;CALL. LOPE DE HARO;6;TETUÁN;Colisión múltiple;Nublado;Motocicleta hasta 125cc;Conductor;DESCONOCIDA;;
2021S007010;26/04/2021;20:15;CALL. LOPE DE HARO;6;TETUÁN;Colisión múltiple;Nublado;Turismo;Conductor;DESCONOCIDA;;
2021S007015;26/04/2021;20:15;AVDA. INGENIERO EMILIO HERRERA / PLAZA. ALCALDE MORENO TORRES;-;HORTALEZA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Mujer;
2021S007015;26/04/2021;20:15;AVDA. INGENIERO EMILIO HERRERA / PLAZA. ALCALDE MORENO TORRES;-;HORTALEZA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;
2021S007003;26/04/2021;20:15;CALL. ARROYO DEL OLIVAR / CALL. TENIENTE MUÑOZ DIAZ;-;PUENTE DE VALLECAS;Otro;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;
